"SUBSTANCE";"CODE_NACE_REV2_ET_MENAGES";"MASSE";"ANNEE";"LIBELLE_NACE_ET_MENAGES";"LIBELLE_SUBSTANCE"
"CO2";"R93";1361180;2020;"Activités sportives, récréatives et de loisirs";"Dioxyde de carbone"
"CO2";"S94";184554;2020;"Activités des organisations associatives";"Dioxyde de carbone"
"CO2";"S95";117021;2020;"Réparation d'ordinateurs et de biens personnels et domestiques";"Dioxyde de carbone"
"CO2";"S96";585758;2020;"Autres services personnels";"Dioxyde de carbone"
"CO2";"T";0;2020;"Activités des ménages en tant qu'employeurs; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"Dioxyde de carbone"
"CO2";"U";0;2020;"Activités extra-territoriales";"Dioxyde de carbone"
"GES";"A01";83345341.4;2020;"Culture et production animale, chasse et services annexes";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"A02";490263.41;2020;"Sylviculture et exploitation forestière";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"A03";1385662.73;2020;"Pêche et aquaculture";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"B";1295394.6;2020;"Industries extractives";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"C10-C12";10687360.5;2020;"Industries alimentaires; fabrication de boissons et de produits à base de tabac";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"C13-C15";677431.57;2020;"Fabrication de textiles, industrie de l'habillement, du cuir et de la chaussure";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"C16";536529.11;2020;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles; fabrication d'articles en vannerie et sparterie";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"C17";2452106.24;2020;"Industrie du papier et du carton";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"C18";270849.4;2020;"Imprimerie et reproduction d'enregistrements";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"C19";11315159.29;2020;"Cokéfaction et raffinage";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"C20";19818308.69;2020;"Industrie chimique";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"C21";1095919.57;2020;"Industrie pharmaceutique";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"C22";1233684.36;2020;"Fabrication de produits en caoutchouc et en plastique";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"C23";18960388.33;2020;"Fabrication d'autres produits minéraux non métalliques";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"C24";16617787.99;2020;"Métallurgie";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"C25";1046464.05;2020;"Fabrication de produits métalliques, à l'exception des machines et des équipements";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"C26";498685.88;2020;"Fabrication de produits informatiques, électroniques et optiques";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"C27";428681.83;2020;"Fabrication d'équipements électriques";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"C28";665246.87;2020;"Fabrication de machines et équipements n.c.a.";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"C29";894421.42;2020;"Industrie automobile";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"C30";447182.83;2020;"Fabrication d'autres matériels de transport";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"C31_C32";292705.91;2020;"Fabrication de meubles; autres industries manufacturières";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"C33";513529.89;2020;"Réparation et installation de machines et d'équipements";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"D";22049966.31;2020;"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"E36";75824.34;2020;"Captage, traitement et distribution d'eau";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"E37-E39";23001638.04;2020;"Collecte et traitement des eaux usées, gestion des déchets, dépollution";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"F";7578987.31;2020;"Construction";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"G45";2461170.29;2020;"Commerce et réparation d'automobiles et de motocycles";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"G46";2627841.25;2020;"Commerce de gros, à l'exception des automobiles et des motocycles";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"G47";6411553.98;2020;"Commerce de détail, à l'exception des automobiles et des motocycles";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"H49";18435051.7;2020;"Transports terrestres et transport par conduites";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"H50";3240610.52;2020;"Transports par eau";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"H51";12029568.61;2020;"Transports aériens";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"H52";575835.25;2020;"Entreposage et services auxiliaires des transports";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"H53";518574.7;2020;"Activités de poste et de courrier";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"HH_HEAT";40527359.67;2020;"Chauffage/refroidissement par les ménages";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"HH_OTH";3738651.16;2020;"Autres activités par les ménages";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"HH_TRA";61007904.19;2020;"Activités de transport des ménages";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"I";2289614.31;2020;"Hébergement et restauration";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"J58";135105.75;2020;"Édition";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"J59_J60";213997.66;2020;"Activités cinématographique, vidéo, production de programmes de télévision, activités de programmation et de diffusion";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"J61";241488.98;2020;"Télécommunications";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"J62_J63";352448.72;2020;"Programmation, conseil en informatique et autres services d'information";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"K64";527831.48;2020;"Activités des services financiers, hors assurance et caisses de retraite";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"K65";107145.23;2020;"Assurance";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"K66";131183.16;2020;"Activités auxiliaires de services financiers et d'assurance";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"L";339904.54;2020;"Activités immobilières";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"M69_M70";643540.04;2020;"Activités juridiques et comptables; activités des sièges sociaux; conseil de gestion";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"M71";608491.21;2020;"Activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"M72";431179.03;2020;"Recherche-développement scientifique";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"M73";166144.18;2020;"Publicité et études de marché";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"M74_M75";99005.87;2020;"Autres activités spécialisées, scientifiques et techniques, activités vétérinaires";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"N77";3826564.33;2020;"Activités de location et location-bail";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"N78";491824.98;2020;"Activités liées à l'emploi";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"N79";34447.92;2020;"Activités des agences de voyage, voyagistes, services de réservation et activités connexes";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"N80-N82";1259297.71;2020;"Enquêtes et sécurité, activités administratives, services et aménagement paysager";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"O";4264207.22;2020;"Administration publique";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"P";2922706.62;2020;"Enseignement";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"Q86";2369944.39;2020;"Activités pour la santé humaine";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"Q87_Q88";2607665.96;2020;"Hébergement médico-social et social et action sociale sans hébergement";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"R90-R92";297162.36;2020;"Activités créatives, artistiques et de spectacle; bibliothèques, archives, musées et autres activités culturelles; organisation de jeux de hasard et d'argent";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"R93";1381947.5;2020;"Activités sportives, récréatives et de loisirs";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"S94";215958.01;2020;"Activités des organisations associatives";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"S95";134893.54;2020;"Réparation d'ordinateurs et de biens personnels et domestiques";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"S96";610956.62;2020;"Autres services personnels";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
"GES";"T";0;2020;"Activités des ménages en tant qu'employeurs; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"Gaz à effet de serre  (CO2, N2O en équivalent CO2, CH4 en équivalent CO2, HFC en équivalent CO2, PFC en équivalent CO2, SF6 en équivalent CO2, NF3 en équivalent CO2)"
