code_insee,commune,departement,feu_foret_present,statut,specifique
07166,Nozières,07,,erreur,Remote end closed connection without response
07162,Montréal,07,,erreur,Remote end closed connection without response
07163,Montselgues,07,,erreur,Remote end closed connection without response
07167,Les Ollières-sur-Eyrieux,07,,erreur,Remote end closed connection without response
07170,Pailharès,07,,erreur,Remote end closed connection without response
07174,Peyraud,07,,erreur,Remote end closed connection without response
07171,Payzac,07,,erreur,Remote end closed connection without response
07175,Le Plagnal,07,,erreur,Remote end closed connection without response
07173,Péreyres,07,,erreur,Remote end closed connection without response
07176,Planzolles,07,,erreur,Remote end closed connection without response
07172,Peaugres,07,,erreur,Remote end closed connection without response
07177,Plats,07,,erreur,Remote end closed connection without response
07182,Prades,07,,erreur,Remote end closed connection without response
07178,Pont-de-Labeaume,07,,erreur,Remote end closed connection without response
07179,Pourchères,07,,erreur,Remote end closed connection without response
07181,Le Pouzin,07,,erreur,Remote end closed connection without response
07184,Pranles,07,,erreur,Remote end closed connection without response
07185,Préaux,07,,erreur,Remote end closed connection without response
07188,Quintenas,07,,erreur,Remote end closed connection without response
07187,Prunet,07,,erreur,Remote end closed connection without response
07190,Rochecolombe,07,,erreur,Remote end closed connection without response
07189,Ribes,07,,erreur,Remote end closed connection without response
07186,Privas,07,,erreur,Remote end closed connection without response
07183,Pradons,07,,erreur,Remote end closed connection without response
07192,Rochepaule,07,,erreur,Remote end closed connection without response
07191,Rochemaure,07,,erreur,Remote end closed connection without response
07193,Rocher,07,,erreur,Remote end closed connection without response
07194,Rochessauve,07,,erreur,Remote end closed connection without response
07197,Roiffieux,07,,erreur,Remote end closed connection without response
07195,La Rochette,07,,erreur,Remote end closed connection without response
07196,Rocles,07,,erreur,Remote end closed connection without response
07200,Le Roux,07,,erreur,Remote end closed connection without response
07199,Rosières,07,,erreur,Remote end closed connection without response
07201,Ruoms,07,,erreur,Remote end closed connection without response
07198,Rompon,07,,erreur,Remote end closed connection without response
07203,Sagnes-et-Goudoulet,07,,erreur,Remote end closed connection without response
07206,Saint-Alban-en-Montagne,07,,erreur,Remote end closed connection without response
07208,Saint-Andéol-de-Berg,07,,erreur,Remote end closed connection without response
07205,Saint-Alban-d'Ay,07,,erreur,Remote end closed connection without response
07207,Saint-Alban-Auriolles,07,,erreur,Remote end closed connection without response
07209,Saint-Andéol-de-Fourchades,07,,erreur,Remote end closed connection without response
07211,Saint-André-de-Cruzières,07,,erreur,Remote end closed connection without response
07213,Saint-André-Lachamp,07,,erreur,Remote end closed connection without response
07212,Saint-André-en-Vivarais,07,,erreur,Remote end closed connection without response
07210,Saint-Andéol-de-Vals,07,,erreur,Remote end closed connection without response
07214,Saint-Apollinaire-de-Rias,07,,erreur,Remote end closed connection without response
07215,Saint-Barthélemy-le-Meil,07,,erreur,Remote end closed connection without response
07216,Saint-Barthélemy-Grozon,07,,erreur,Remote end closed connection without response
07217,Saint-Barthélemy-le-Plain,07,,erreur,Remote end closed connection without response
07218,Saint-Basile,07,,erreur,Remote end closed connection without response
07219,Saint-Bauzile,07,,erreur,Remote end closed connection without response
07222,Saint-Cierge-sous-le-Cheylard,07,,erreur,Remote end closed connection without response
07220,Saint-Christol,07,,erreur,Remote end closed connection without response
07221,Saint-Cierge-la-Serre,07,,erreur,Remote end closed connection without response
07224,Saint-Cirgues-en-Montagne,07,,erreur,Remote end closed connection without response
07223,Saint-Cirgues-de-Prades,07,,erreur,Remote end closed connection without response
07226,Saint-Clément,07,,erreur,Remote end closed connection without response
07229,Saint-Didier-sous-Aubenas,07,,erreur,Remote end closed connection without response
07227,Saint-Cyr,07,,erreur,Remote end closed connection without response
07228,Saint-Désirat,07,,erreur,Remote end closed connection without response
07225,Saint-Clair,07,,erreur,Remote end closed connection without response
07234,Saint-Étienne-de-Valoux,07,,erreur,Remote end closed connection without response
07232,Saint-Étienne-de-Lugdarès,07,,erreur,Remote end closed connection without response
07233,Saint-Étienne-de-Serre,07,,erreur,Remote end closed connection without response
07231,Saint-Étienne-de-Fontbellon,07,,erreur,Remote end closed connection without response
07230,Saint-Étienne-de-Boulogne,07,,erreur,Remote end closed connection without response
07236,Saint-Félicien,07,,erreur,Remote end closed connection without response
07238,Saint-Genest-de-Beauzon,07,,erreur,Remote end closed connection without response
07237,Saint-Fortunat-sur-Eyrieux,07,,erreur,Remote end closed connection without response
07235,Sainte-Eulalie,07,,erreur,Remote end closed connection without response
07239,Saint-Genest-Lachamp,07,,erreur,Remote end closed connection without response
07244,Saint-Jean-Chambre,07,,erreur,Remote end closed connection without response
07242,Saint-Gineys-en-Coiron,07,,erreur,Remote end closed connection without response
07240,Saint-Georges-les-Bains,07,,erreur,Remote end closed connection without response
07243,Saint-Jacques-d'Atticieux,07,,erreur,Remote end closed connection without response
07241,Saint-Germain,07,,erreur,Remote end closed connection without response
07249,Saint-Jeure-d'Andaure,07,,erreur,Remote end closed connection without response
07245,Saint-Jean-de-Muzols,07,,erreur,Remote end closed connection without response
07247,Saint-Jean-le-Centenier,07,,erreur,Remote end closed connection without response
07248,Saint-Jean-Roure,07,,erreur,Remote end closed connection without response
07250,Saint-Jeure-d'Ay,07,,erreur,Remote end closed connection without response
07251,Saint-Joseph-des-Bancs,07,,erreur,Remote end closed connection without response
07255,Saint-Julien-en-Saint-Alban,07,,erreur,Remote end closed connection without response
07253,Saint-Julien-du-Gua,07,,erreur,Remote end closed connection without response
07254,Saint-Julien-du-Serre,07,,erreur,Remote end closed connection without response
07257,Saint-Julien-le-Roux,07,,erreur,Remote end closed connection without response
07258,Saint-Julien-Vocance,07,,erreur,Remote end closed connection without response
07260,Saint-Lager-Bressac,07,,erreur,Remote end closed connection without response
07259,Saint-Just-d'Ardèche,07,,erreur,Remote end closed connection without response
07262,Saint-Laurent-les-Bains-Laval-d'Aurelle,07,,erreur,Remote end closed connection without response
07261,Saint-Laurent-du-Pape,07,,erreur,Remote end closed connection without response
07263,Saint-Laurent-sous-Coiron,07,,erreur,Remote end closed connection without response
07265,Saint-Marcel-lès-Annonay,07,,erreur,Remote end closed connection without response
07267,Saint-Martial,07,,erreur,Remote end closed connection without response
07264,Saint-Marcel-d'Ardèche,07,,erreur,Remote end closed connection without response
07266,Sainte-Marguerite-Lafigère,07,,erreur,Remote end closed connection without response
07052,Champis,07,,erreur,The read operation timed out
07051,Champagne,07,,erreur,The read operation timed out
07053,Chandolas,07,,erreur,The read operation timed out
07268,Saint-Martin-d'Ardèche,07,,erreur,Remote end closed connection without response
07273,Saint-Maurice-d'Ibie,07,,erreur,Remote end closed connection without response
07269,Saint-Martin-de-Valamas,07,,erreur,Remote end closed connection without response
07270,Saint-Martin-sur-Lavezon,07,,erreur,Remote end closed connection without response
07272,Saint-Maurice-d'Ardèche,07,,erreur,Remote end closed connection without response
07274,Saint-Maurice-en-Chalencon,07,,erreur,Remote end closed connection without response
07275,Saint-Mélany,07,,erreur,Remote end closed connection without response
07276,Saint-Michel-d'Aurance,07,,erreur,Remote end closed connection without response
07277,Saint-Michel-de-Boulogne,07,,erreur,Remote end closed connection without response
07278,Saint-Michel-de-Chabrillanoux,07,,erreur,Remote end closed connection without response
07281,Saint-Péray,07,,erreur,Remote end closed connection without response
07280,Saint-Paul-le-Jeune,07,,erreur,Remote end closed connection without response
07282,Saint-Pierre-de-Colombier,07,,erreur,Remote end closed connection without response
07279,Saint-Montan,07,,erreur,Remote end closed connection without response
07285,Saint-Pierre-sur-Doux,07,,erreur,Remote end closed connection without response
07283,Saint-Pierre-la-Roche,07,,erreur,Remote end closed connection without response
07284,Saint-Pierre-Saint-Jean,07,,erreur,Remote end closed connection without response
07286,Saint-Pierreville,07,,erreur,Remote end closed connection without response
07289,Saint-Privat,07,,erreur,Remote end closed connection without response
07290,Saint-Prix,07,,erreur,Remote end closed connection without response
07288,Saint-Priest,07,,erreur,Remote end closed connection without response
07287,Saint-Pons,07,,erreur,Remote end closed connection without response
07291,Saint-Remèze,07,,erreur,Remote end closed connection without response
07293,Saint-Romain-de-Lerps,07,,erreur,Remote end closed connection without response
07292,Saint-Romain-d'Ay,07,,erreur,Remote end closed connection without response
07296,Saint-Sernin,07,,erreur,Remote end closed connection without response
07295,Saint-Sauveur-de-Montagut,07,,erreur,Remote end closed connection without response
07301,Saint-Victor,07,,erreur,Remote end closed connection without response
07300,Saint-Thomé,07,,erreur,Remote end closed connection without response
07298,Saint-Symphorien-sous-Chomérac,07,,erreur,Remote end closed connection without response
07294,Saint-Sauveur-de-Cruzières,07,,erreur,Remote end closed connection without response
07297,Saint-Sylvestre,07,,erreur,Remote end closed connection without response
07299,Saint-Symphorien-de-Mahun,07,,erreur,Remote end closed connection without response
07308,Sarras,07,,erreur,Remote end closed connection without response
07307,Sanilhac,07,,erreur,Remote end closed connection without response
07309,Satillieu,07,,erreur,Remote end closed connection without response
07306,Sampzon,07,,erreur,Remote end closed connection without response
07303,Saint-Vincent-de-Durfort,07,,erreur,Remote end closed connection without response
07304,Salavas,07,,erreur,Remote end closed connection without response
07305,Les Salelles,07,,erreur,Remote end closed connection without response
07302,Saint-Vincent-de-Barrès,07,,erreur,Remote end closed connection without response
07311,Sceautres,07,,erreur,Remote end closed connection without response
07310,Savas,07,,erreur,Remote end closed connection without response
07317,Talencieux,07,,erreur,Remote end closed connection without response
07313,Serrières,07,,erreur,Remote end closed connection without response
07312,Sécheras,07,,erreur,Remote end closed connection without response
07316,Soyons,07,,erreur,Remote end closed connection without response
07315,La Souche,07,,erreur,Remote end closed connection without response
07314,Silhac,07,,erreur,Remote end closed connection without response
07319,Le Teil,07,,erreur,Remote end closed connection without response
07318,Tauriers,07,,erreur,Remote end closed connection without response
07321,Thorrenc,07,,erreur,Remote end closed connection without response
07322,Thueyts,07,,erreur,Remote end closed connection without response
07325,Ucel,07,,erreur,Remote end closed connection without response
07324,Tournon-sur-Rhône,07,,erreur,Remote end closed connection without response
07326,Usclades-et-Rieutord,07,,erreur,Remote end closed connection without response
07323,Toulaud,07,,erreur,Remote end closed connection without response
07327,Uzer,07,,erreur,Remote end closed connection without response
07328,Vagnas,07,,erreur,Remote end closed connection without response
07329,Valgorge,07,,erreur,Remote end closed connection without response
07333,Vanosc,07,,erreur,Remote end closed connection without response
07332,Valvignères,07,,erreur,Remote end closed connection without response
07334,Les Vans,07,,erreur,Remote end closed connection without response
07331,Vals-les-Bains,07,,erreur,Remote end closed connection without response
07337,Vernosc-lès-Annonay,07,,erreur,Remote end closed connection without response
07340,Veyras,07,,erreur,Remote end closed connection without response
07339,Vesseaux,07,,erreur,Remote end closed connection without response
07338,Vernoux-en-Vivarais,07,,erreur,Remote end closed connection without response
07341,Villeneuve-de-Berg,07,,erreur,Remote end closed connection without response
07335,Vaudevant,07,,erreur,Remote end closed connection without response
07336,Vernon,07,,erreur,Remote end closed connection without response
07344,Vinzieux,07,,erreur,Remote end closed connection without response
07342,Villevocance,07,,erreur,Remote end closed connection without response
07345,Vion,07,,erreur,Remote end closed connection without response
07346,Viviers,07,,erreur,Remote end closed connection without response
07343,Vinezac,07,,erreur,Remote end closed connection without response
07347,Vocance,07,,erreur,Remote end closed connection without response
07349,La Voulte-sur-Rhône,07,,erreur,Remote end closed connection without response
11002,Airoux,11,,erreur,Remote end closed connection without response
07348,Vogüé,07,,erreur,Remote end closed connection without response
11001,Aigues-Vives,11,,erreur,Remote end closed connection without response
11004,Alaigne,11,,erreur,Remote end closed connection without response
11003,Ajac,11,,erreur,Remote end closed connection without response
11005,Alairac,11,,erreur,Remote end closed connection without response
11009,Alzonne,11,,erreur,Remote end closed connection without response
11007,Albières,11,,erreur,Remote end closed connection without response
11008,Alet-les-Bains,11,,erreur,Remote end closed connection without response
11006,Albas,11,,erreur,Remote end closed connection without response
11010,Antugnac,11,,erreur,Remote end closed connection without response
11012,Argeliers,11,,erreur,Remote end closed connection without response
11011,Aragon,11,,erreur,Remote end closed connection without response
11015,Arques,11,,erreur,Remote end closed connection without response
11013,Argens-Minervois,11,,erreur,Remote end closed connection without response
11016,Arquettes-en-Val,11,,erreur,Remote end closed connection without response
11014,Armissan,11,,erreur,Remote end closed connection without response
11018,Arzens,11,,erreur,Remote end closed connection without response
11017,Artigues,11,,erreur,Remote end closed connection without response
11019,Aunat,11,,erreur,Remote end closed connection without response
11023,Badens,11,,erreur,Remote end closed connection without response
11020,Auriac,11,,erreur,Remote end closed connection without response
11021,Axat,11,,erreur,Remote end closed connection without response
11022,Azille,11,,erreur,Remote end closed connection without response
11024,Bages,11,,erreur,Remote end closed connection without response
11025,Bagnoles,11,,erreur,Remote end closed connection without response
11026,Baraigne,11,,erreur,Remote end closed connection without response
11027,Barbaira,11,,erreur,Remote end closed connection without response
11030,Belflou,11,,erreur,Remote end closed connection without response
11028,Belcaire,11,,erreur,Remote end closed connection without response
11029,Belcastel-et-Buc,11,,erreur,Remote end closed connection without response
11032,Bellegarde-du-Razès,11,,erreur,Remote end closed connection without response
11031,Belfort-sur-Rebenty,11,,erreur,Remote end closed connection without response
11033,Belpech,11,,erreur,Remote end closed connection without response
11036,Belvis,11,,erreur,Remote end closed connection without response
11035,Belvianes-et-Cavirac,11,,erreur,Remote end closed connection without response
11037,Berriac,11,,erreur,Remote end closed connection without response
11034,Belvèze-du-Razès,11,,erreur,Remote end closed connection without response
11038,Bessède-de-Sault,11,,erreur,Remote end closed connection without response
11039,La Bezole,11,,erreur,Remote end closed connection without response
11040,Bizanet,11,,erreur,Remote end closed connection without response
11042,Blomac,11,,erreur,Remote end closed connection without response
11043,Bouilhonnac,11,,erreur,Remote end closed connection without response
11041,Bize-Minervois,11,,erreur,Remote end closed connection without response
11044,Bouisse,11,,erreur,Remote end closed connection without response
11045,Bouriège,11,,erreur,Remote end closed connection without response
11046,Bourigeole,11,,erreur,Remote end closed connection without response
11047,Le Bousquet,11,,erreur,Remote end closed connection without response
11048,Boutenac,11,,erreur,Remote end closed connection without response
11049,Bram,11,,erreur,Remote end closed connection without response
11051,Brézilhac,11,,erreur,Remote end closed connection without response
11052,Brousses-et-Villaret,11,,erreur,Remote end closed connection without response
11053,Brugairolles,11,,erreur,Remote end closed connection without response
11054,Les Brunels,11,,erreur,Remote end closed connection without response
11056,Cabrespine,11,,erreur,Remote end closed connection without response
11058,Cailhau,11,,erreur,Remote end closed connection without response
11055,Bugarach,11,,erreur,Remote end closed connection without response
11057,Cahuzac,11,,erreur,Remote end closed connection without response
11059,Cailhavel,11,,erreur,Remote end closed connection without response
11060,Cailla,11,,erreur,Remote end closed connection without response
11061,Cambieure,11,,erreur,Remote end closed connection without response
11062,Campagna-de-Sault,11,,erreur,Remote end closed connection without response
11063,Campagne-sur-Aude,11,,erreur,Remote end closed connection without response
11065,Camps-sur-l'Agly,11,,erreur,Remote end closed connection without response
11064,Camplong-d'Aude,11,,erreur,Remote end closed connection without response
11066,Camurac,11,,erreur,Remote end closed connection without response
11067,Canet,11,,erreur,Remote end closed connection without response
11068,Capendu,11,,erreur,Remote end closed connection without response
11071,Cascastel-des-Corbières,11,,erreur,Remote end closed connection without response
11070,Carlipa,11,,erreur,Remote end closed connection without response
11069,Carcassonne,11,,erreur,Remote end closed connection without response
11072,La Cassaigne,11,,erreur,Remote end closed connection without response
11076,Castelnaudary,11,,erreur,Remote end closed connection without response
11075,Castans,11,,erreur,Remote end closed connection without response
11073,Cassaignes,11,,erreur,Remote end closed connection without response
11074,Les Cassés,11,,erreur,Remote end closed connection without response
11079,Caudebronde,11,,erreur,Remote end closed connection without response
11078,Castelreng,11,,erreur,Remote end closed connection without response
11077,Castelnau-d'Aude,11,,erreur,Remote end closed connection without response
11080,Val de Lambronne,11,,erreur,Remote end closed connection without response
11082,Caunette-sur-Lauquet,11,,erreur,Remote end closed connection without response
11081,Caunes-Minervois,11,,erreur,Remote end closed connection without response
11083,Caunettes-en-Val,11,,erreur,Remote end closed connection without response
11084,Caux-et-Sauzens,11,,erreur,Remote end closed connection without response
11085,Cavanac,11,,erreur,Remote end closed connection without response
11086,Caves,11,,erreur,Remote end closed connection without response
11088,Cazilhac,11,,erreur,Remote end closed connection without response
11089,Cenne-Monestiés,11,,erreur,Remote end closed connection without response
11090,Cépie,11,,erreur,Remote end closed connection without response
11087,Cazalrenoux,11,,erreur,Remote end closed connection without response
11091,Chalabre,11,,erreur,Remote end closed connection without response
11093,Le Clat,11,,erreur,Remote end closed connection without response
11092,Citou,11,,erreur,Remote end closed connection without response
11096,Comus,11,,erreur,Remote end closed connection without response
11094,Clermont-sur-Lauquet,11,,erreur,Remote end closed connection without response
11099,Conques-sur-Orbiel,11,,erreur,Remote end closed connection without response
11100,Corbières,11,,erreur,Remote end closed connection without response
11098,Conilhac-Corbières,11,,erreur,Remote end closed connection without response
11095,Comigne,11,,erreur,Remote end closed connection without response
11101,Coudons,11,,erreur,Remote end closed connection without response
11105,Cournanel,11,,erreur,Remote end closed connection without response
11103,Couiza,11,,erreur,Remote end closed connection without response
11102,Couffoulens,11,,erreur,Remote end closed connection without response
11106,Coursan,11,,erreur,Remote end closed connection without response
11104,Counozouls,11,,erreur,Remote end closed connection without response
11107,Courtauly,11,,erreur,Remote end closed connection without response
07204,Saint-Agrève,07,,erreur,The read operation timed out
07202,Sablières,07,,erreur,The read operation timed out
11108,La Courtète,11,,erreur,Remote end closed connection without response
11112,Cubières-sur-Cinoble,11,,erreur,Remote end closed connection without response
11115,Cuxac-Cabardès,11,,erreur,Remote end closed connection without response
11111,Cruscades,11,,erreur,Remote end closed connection without response
11113,Cucugnan,11,,erreur,Remote end closed connection without response
11116,Cuxac-d'Aude,11,,erreur,Remote end closed connection without response
11109,Coustaussa,11,,erreur,Remote end closed connection without response
11110,Coustouge,11,,erreur,Remote end closed connection without response
11114,Cumiès,11,,erreur,Remote end closed connection without response
11117,Davejean,11,,erreur,Remote end closed connection without response
11119,La Digne-d'Amont,11,,erreur,Remote end closed connection without response
11118,Dernacueillette,11,,erreur,Remote end closed connection without response
11120,La Digne-d'Aval,11,,erreur,Remote end closed connection without response
11125,Embres-et-Castelmaure,11,,erreur,Remote end closed connection without response
11122,Douzens,11,,erreur,Remote end closed connection without response
11124,Durban-Corbières,11,,erreur,Remote end closed connection without response
11123,Duilhac-sous-Peyrepertuse,11,,erreur,Remote end closed connection without response
11121,Donazac,11,,erreur,Remote end closed connection without response
11126,Escales,11,,erreur,Remote end closed connection without response
11128,Escueillens-et-Saint-Just-de-Bélengard,11,,erreur,Remote end closed connection without response
11131,Val-du-Faby,11,,erreur,Remote end closed connection without response
11129,Espéraza,11,,erreur,Remote end closed connection without response
11132,Fabrezan,11,,erreur,Remote end closed connection without response
11133,Fajac-en-Val,11,,erreur,Remote end closed connection without response
11134,Fajac-la-Relenque,11,,erreur,Remote end closed connection without response
11130,Espezel,11,,erreur,Remote end closed connection without response
11127,Escouloubre,11,,erreur,Remote end closed connection without response
11135,La Fajolle,11,,erreur,Remote end closed connection without response
11136,Fanjeaux,11,,erreur,Remote end closed connection without response
11137,Félines-Termenès,11,,erreur,Remote end closed connection without response
11143,Feuilla,11,,erreur,Remote end closed connection without response
11142,Festes-et-Saint-André,11,,erreur,Remote end closed connection without response
11141,Ferran,11,,erreur,Remote end closed connection without response
11138,Fendeille,11,,erreur,Remote end closed connection without response
11139,Fenouillet-du-Razès,11,,erreur,Remote end closed connection without response
11140,Ferrals-les-Corbières,11,,erreur,Remote end closed connection without response
11144,Fitou,11,,erreur,Remote end closed connection without response
11145,Fleury,11,,erreur,Remote end closed connection without response
11148,Fontcouverte,11,,erreur,Remote end closed connection without response
11149,Fonters-du-Razès,11,,erreur,Remote end closed connection without response
11150,Fontiers-Cabardès,11,,erreur,Remote end closed connection without response
11152,Fontjoncouse,11,,erreur,Remote end closed connection without response
11151,Fontiès-d'Aude,11,,erreur,Remote end closed connection without response
11146,Floure,11,,erreur,Remote end closed connection without response
11147,Fontanès-de-Sault,11,,erreur,Remote end closed connection without response
11153,La Force,11,,erreur,Remote end closed connection without response
11155,Fourtou,11,,erreur,Remote end closed connection without response
11159,Gaja-la-Selve,11,,erreur,Remote end closed connection without response
11157,Fraissé-des-Corbières,11,,erreur,Remote end closed connection without response
11160,Galinagues,11,,erreur,Remote end closed connection without response
11154,Fournes-Cabardès,11,,erreur,Remote end closed connection without response
11161,Gardie,11,,erreur,Remote end closed connection without response
11158,Gaja-et-Villedieu,11,,erreur,Remote end closed connection without response
11156,Fraisse-Cabardès,11,,erreur,Remote end closed connection without response
11162,Generville,11,,erreur,Remote end closed connection without response
11164,Ginestas,11,,erreur,Remote end closed connection without response
11165,Ginoles,11,,erreur,Remote end closed connection without response
11167,Gramazie,11,,erreur,Remote end closed connection without response
11163,Gincla,11,,erreur,Remote end closed connection without response
11166,Gourvieille,11,,erreur,Remote end closed connection without response
11170,Gruissan,11,,erreur,Remote end closed connection without response
11169,Greffeil,11,,erreur,Remote end closed connection without response
11168,Granès,11,,erreur,Remote end closed connection without response
11172,Homps,11,,erreur,Remote end closed connection without response
11173,Hounoux,11,,erreur,Remote end closed connection without response
11175,Issel,11,,erreur,Remote end closed connection without response
11178,Labastide-d'Anjou,11,,erreur,Remote end closed connection without response
11176,Jonquières,11,,erreur,Remote end closed connection without response
11174,Les Ilhes,11,,erreur,Remote end closed connection without response
11180,Labastide-Esparbairenque,11,,erreur,Remote end closed connection without response
11177,Joucou,11,,erreur,Remote end closed connection without response
11179,Labastide-en-Val,11,,erreur,Remote end closed connection without response
11181,Labécède-Lauragais,11,,erreur,Remote end closed connection without response
11190,La Redorte,11,,erreur,Remote end closed connection without response
11182,Lacombe,11,,erreur,Remote end closed connection without response
11185,Lagrasse,11,,erreur,Remote end closed connection without response
11189,Laprade,11,,erreur,Remote end closed connection without response
11183,Ladern-sur-Lauquet,11,,erreur,Remote end closed connection without response
11187,Lanet,11,,erreur,Remote end closed connection without response
11184,Lafage,11,,erreur,Remote end closed connection without response
11186,Lairière,11,,erreur,Remote end closed connection without response
11188,La Palme,11,,erreur,Remote end closed connection without response
11195,Laurabuc,11,,erreur,Remote end closed connection without response
11196,Laurac,11,,erreur,Remote end closed connection without response
11193,Lasserre-de-Prouille,11,,erreur,Remote end closed connection without response
11194,Lastours,11,,erreur,Remote end closed connection without response
11197,Lauraguel,11,,erreur,Remote end closed connection without response
11198,Laure-Minervois,11,,erreur,Remote end closed connection without response
11199,Lavalette,11,,erreur,Remote end closed connection without response
11192,Lasbordes,11,,erreur,Remote end closed connection without response
11191,Laroque-de-Fa,11,,erreur,Remote end closed connection without response
11200,Lespinassière,11,,erreur,Remote end closed connection without response
11204,Lignairolles,11,,erreur,Remote end closed connection without response
11205,Limousis,11,,erreur,Remote end closed connection without response
11206,Limoux,11,,erreur,Remote end closed connection without response
11201,Leuc,11,,erreur,Remote end closed connection without response
11203,Lézignan-Corbières,11,,erreur,Remote end closed connection without response
11202,Leucate,11,,erreur,Remote end closed connection without response
11207,Loupia,11,,erreur,Remote end closed connection without response
11208,La Louvière-Lauragais,11,,erreur,Remote end closed connection without response
11210,Luc-sur-Orbieu,11,,erreur,Remote end closed connection without response
11213,Maisons,11,,erreur,Remote end closed connection without response
11212,Mailhac,11,,erreur,Remote end closed connection without response
11209,Luc-sur-Aude,11,,erreur,Remote end closed connection without response
11214,Malras,11,,erreur,Remote end closed connection without response
11211,Magrie,11,,erreur,Remote end closed connection without response
11217,Marcorignan,11,,erreur,Remote end closed connection without response
11215,Malves-en-Minervois,11,,erreur,Remote end closed connection without response
11216,Malviès,11,,erreur,Remote end closed connection without response
11220,Marseillette,11,,erreur,Remote end closed connection without response
11222,Mas-Cabardès,11,,erreur,Remote end closed connection without response
11219,Marsa,11,,erreur,Remote end closed connection without response
11221,Les Martys,11,,erreur,Remote end closed connection without response
11218,Marquein,11,,erreur,Remote end closed connection without response
11223,Mas-des-Cours,11,,erreur,Remote end closed connection without response
11225,Mas-Saintes-Puelles,11,,erreur,Remote end closed connection without response
11226,Mayreville,11,,erreur,Remote end closed connection without response
11230,Mérial,11,,erreur,Remote end closed connection without response
11232,Miraval-Cabardès,11,,erreur,Remote end closed connection without response
11228,Mazerolles-du-Razès,11,,erreur,Remote end closed connection without response
11231,Mézerville,11,,erreur,Remote end closed connection without response
11224,Massac,11,,erreur,Remote end closed connection without response
11229,Mazuby,11,,erreur,Remote end closed connection without response
11227,Mayronnes,11,,erreur,Remote end closed connection without response
11233,Mirepeisset,11,,erreur,Remote end closed connection without response
11234,Mireval-Lauragais,11,,erreur,Remote end closed connection without response
11235,Missègre,11,,erreur,Remote end closed connection without response
11238,Molleville,11,,erreur,Remote end closed connection without response
11242,Montclar,11,,erreur,Remote end closed connection without response
11239,Montauriol,11,,erreur,Remote end closed connection without response
11236,Molandier,11,,erreur,Remote end closed connection without response
11240,Montazels,11,,erreur,Remote end closed connection without response
11241,Montbrun-des-Corbières,11,,erreur,Remote end closed connection without response
11244,Montfort-sur-Boulzane,11,,erreur,Remote end closed connection without response
11245,Montgaillard,11,,erreur,Remote end closed connection without response
11246,Montgradail,11,,erreur,Remote end closed connection without response
11243,Montferrand,11,,erreur,Remote end closed connection without response
11251,Val-de-Dagne,11,,erreur,Remote end closed connection without response
11252,Montmaur,11,,erreur,Remote end closed connection without response
11253,Montolieu,11,,erreur,Remote end closed connection without response
11248,Montirat,11,,erreur,Remote end closed connection without response
11247,Monthaut,11,,erreur,Remote end closed connection without response
11250,Montjoi,11,,erreur,Remote end closed connection without response
11249,Montjardin,11,,erreur,Remote end closed connection without response
11257,Monze,11,,erreur,Remote end closed connection without response
11256,Montséret,11,,erreur,Remote end closed connection without response
11260,Mouthoumet,11,,erreur,Remote end closed connection without response
11262,Narbonne,11,,erreur,Remote end closed connection without response
11255,Montredon-des-Corbières,11,,erreur,Remote end closed connection without response
11254,Montréal,11,,erreur,Remote end closed connection without response
11258,Moussan,11,,erreur,Remote end closed connection without response
11261,Moux,11,,erreur,Remote end closed connection without response
11259,Moussoulens,11,,erreur,Remote end closed connection without response
11269,Ouveillan,11,,erreur,Remote end closed connection without response
11266,Port-la-Nouvelle,11,,erreur,Remote end closed connection without response
11270,Padern,11,,erreur,Remote end closed connection without response
11268,Orsans,11,,erreur,Remote end closed connection without response
11263,Nébias,11,,erreur,Remote end closed connection without response
11271,Palairac,11,,erreur,Remote end closed connection without response
11264,Névian,11,,erreur,Remote end closed connection without response
11265,Niort-de-Sault,11,,erreur,Remote end closed connection without response
11267,Ornaisons,11,,erreur,Remote end closed connection without response
11280,Pépieux,11,,erreur,Remote end closed connection without response
11276,Paziols,11,,erreur,Remote end closed connection without response
11278,Pech-Luna,11,,erreur,Remote end closed connection without response
11279,Pennautier,11,,erreur,Remote end closed connection without response
11273,Paraza,11,,erreur,Remote end closed connection without response
11272,Palaja,11,,erreur,Remote end closed connection without response
11274,Pauligne,11,,erreur,Remote end closed connection without response
11275,Payra-sur-l'Hers,11,,erreur,Remote end closed connection without response
11277,Pécharic-et-le-Py,11,,erreur,Remote end closed connection without response
11281,Pexiora,11,,erreur,Remote end closed connection without response
11284,Peyrens,11,,erreur,Remote end closed connection without response
11289,Pieusse,11,,erreur,Remote end closed connection without response
11285,Peyriac-de-Mer,11,,erreur,Remote end closed connection without response
11287,Peyrolles,11,,erreur,Remote end closed connection without response
11282,Peyrefitte-du-Razès,11,,erreur,Remote end closed connection without response
11283,Peyrefitte-sur-l'Hers,11,,erreur,Remote end closed connection without response
11286,Peyriac-Minervois,11,,erreur,Remote end closed connection without response
11288,Pezens,11,,erreur,Remote end closed connection without response
11292,La Pomarède,11,,erreur,Remote end closed connection without response
11296,Pouzols-Minervois,11,,erreur,Remote end closed connection without response
11290,Plaigne,11,,erreur,Remote end closed connection without response
11297,Pradelles-Cabardès,11,,erreur,Remote end closed connection without response
11294,Pomy,11,,erreur,Remote end closed connection without response
