code_insee,commune,departement,feu_foret_present,statut,specifique
34137,Liausson,34,,erreur,Remote end closed connection without response
34138,Lieuran-Cabrières,34,,erreur,Remote end closed connection without response
34141,La Livinière,34,,erreur,Remote end closed connection without response
34143,Loupian,34,,erreur,Remote end closed connection without response
34144,Lunas-les-Châteaux,34,,erreur,Remote end closed connection without response
34139,Lieuran-lès-Béziers,34,,erreur,Remote end closed connection without response
34142,Lodève,34,,erreur,Remote end closed connection without response
34140,Lignan-sur-Orb,34,,erreur,Remote end closed connection without response
34145,Lunel,34,,erreur,Remote end closed connection without response
34149,Margon,34,,erreur,Remote end closed connection without response
34150,Marseillan,34,,erreur,Remote end closed connection without response
34146,Lunel-Viel,34,,erreur,Remote end closed connection without response
34151,Marsillargues,34,,erreur,Remote end closed connection without response
34147,Magalas,34,,erreur,Remote end closed connection without response
34148,Maraussan,34,,erreur,Remote end closed connection without response
34152,Mas-de-Londres,34,,erreur,Remote end closed connection without response
34153,Les Matelles,34,,erreur,Remote end closed connection without response
34154,Mauguio,34,,erreur,Remote end closed connection without response
34155,Maureilhan,34,,erreur,Remote end closed connection without response
34158,Minerve,34,,erreur,Remote end closed connection without response
34157,Mèze,34,,erreur,Remote end closed connection without response
34156,Mérifons,34,,erreur,Remote end closed connection without response
34159,Mireval,34,,erreur,Remote end closed connection without response
34160,Mons,34,,erreur,Remote end closed connection without response
34161,Montady,34,,erreur,Remote end closed connection without response
34165,Montbazin,34,,erreur,Remote end closed connection without response
34164,Montaud,34,,erreur,Remote end closed connection without response
34162,Montagnac,34,,erreur,Remote end closed connection without response
34163,Montarnaud,34,,erreur,Remote end closed connection without response
34166,Montblanc,34,,erreur,Remote end closed connection without response
34167,Montels,34,,erreur,Remote end closed connection without response
34172,Montpellier,34,,erreur,Remote end closed connection without response
34168,Montesquieu,34,,erreur,Remote end closed connection without response
34170,Montouliers,34,,erreur,Remote end closed connection without response
34171,Montoulieu,34,,erreur,Remote end closed connection without response
34169,Montferrier-sur-Lez,34,,erreur,Remote end closed connection without response
34173,Montpeyroux,34,,erreur,Remote end closed connection without response
34174,Moulès-et-Baucels,34,,erreur,Remote end closed connection without response
34175,Mourèze,34,,erreur,Remote end closed connection without response
34176,Mudaison,34,,erreur,Remote end closed connection without response
34179,Murviel-lès-Montpellier,34,,erreur,Remote end closed connection without response
34178,Murviel-lès-Béziers,34,,erreur,Remote end closed connection without response
34177,Murles,34,,erreur,Remote end closed connection without response
34181,Neffiès,34,,erreur,Remote end closed connection without response
34183,Nissan-lez-Enserune,34,,erreur,Remote end closed connection without response
34180,Nébian,34,,erreur,Remote end closed connection without response
34182,Nézignan-l'Évêque,34,,erreur,Remote end closed connection without response
34185,Notre-Dame-de-Londres,34,,erreur,Remote end closed connection without response
34184,Nizas,34,,erreur,Remote end closed connection without response
34186,Octon,34,,erreur,Remote end closed connection without response
34190,Oupia,34,,erreur,Remote end closed connection without response
34187,Olargues,34,,erreur,Remote end closed connection without response
34189,Olonzac,34,,erreur,Remote end closed connection without response
34188,Olmet-et-Villecun,34,,erreur,Remote end closed connection without response
34191,Pailhès,34,,erreur,Remote end closed connection without response
34193,Pardailhan,34,,erreur,Remote end closed connection without response
34192,Palavas-les-Flots,34,,erreur,Remote end closed connection without response
34194,Paulhan,34,,erreur,Remote end closed connection without response
34195,Pégairolles-de-Buèges,34,,erreur,Remote end closed connection without response
34197,Péret,34,,erreur,Remote end closed connection without response
34196,Pégairolles-de-l'Escalette,34,,erreur,Remote end closed connection without response
34198,Pérols,34,,erreur,Remote end closed connection without response
34200,Pézènes-les-Mines,34,,erreur,Remote end closed connection without response
34199,Pézenas,34,,erreur,Remote end closed connection without response
34201,Pierrerue,34,,erreur,Remote end closed connection without response
34202,Pignan,34,,erreur,Remote end closed connection without response
34204,Plaissan,34,,erreur,Remote end closed connection without response
34203,Pinet,34,,erreur,Remote end closed connection without response
34207,Pomérols,34,,erreur,Remote end closed connection without response
34205,Les Plans,34,,erreur,Remote end closed connection without response
34206,Poilhes,34,,erreur,Remote end closed connection without response
34209,Portiragnes,34,,erreur,Remote end closed connection without response
34208,Popian,34,,erreur,Remote end closed connection without response
34210,Le Pouget,34,,erreur,Remote end closed connection without response
34212,Poujols,34,,erreur,Remote end closed connection without response
34211,Le Poujol-sur-Orb,34,,erreur,Remote end closed connection without response
34213,Poussan,34,,erreur,Remote end closed connection without response
34214,Pouzolles,34,,erreur,Remote end closed connection without response
34215,Pouzols,34,,erreur,Remote end closed connection without response
34216,Le Pradal,34,,erreur,Remote end closed connection without response
34217,Prades-le-Lez,34,,erreur,Remote end closed connection without response
34218,Prades-sur-Vernazobre,34,,erreur,Remote end closed connection without response
34220,Le Puech,34,,erreur,Remote end closed connection without response
33494,Salaunes,33,,erreur,The read operation timed out
34219,Prémian,34,,erreur,Remote end closed connection without response
34223,Puimisson,34,,erreur,Remote end closed connection without response
34221,Puéchabon,34,,erreur,Remote end closed connection without response
34222,Puilacher,34,,erreur,Remote end closed connection without response
34231,Romiguières,34,,erreur,Remote end closed connection without response
34228,Rieussec,34,,erreur,Remote end closed connection without response
34229,Riols,34,,erreur,Remote end closed connection without response
34225,Puisserguier,34,,erreur,Remote end closed connection without response
34227,Restinclières,34,,erreur,Remote end closed connection without response
34230,Les Rives,34,,erreur,Remote end closed connection without response
34226,Quarante,34,,erreur,Remote end closed connection without response
34237,Roujan,34,,erreur,Remote end closed connection without response
34233,Roqueredonde,34,,erreur,Remote end closed connection without response
34236,Rouet,34,,erreur,Remote end closed connection without response
34238,Saint-André-de-Buèges,34,,erreur,Remote end closed connection without response
34232,Roquebrun,34,,erreur,Remote end closed connection without response
34234,Roquessels,34,,erreur,Remote end closed connection without response
34235,Rosis,34,,erreur,Remote end closed connection without response
34224,Puissalicon,34,,erreur,Remote end closed connection without response
34241,Saint-Bauzille-de-la-Sylve,34,,erreur,Remote end closed connection without response
34243,Saint-Bauzille-de-Putois,34,,erreur,Remote end closed connection without response
34240,Saint-Aunès,34,,erreur,Remote end closed connection without response
34245,Saint-Chinian,34,,erreur,Remote end closed connection without response
34242,Saint-Bauzille-de-Montmel,34,,erreur,Remote end closed connection without response
34239,Saint-André-de-Sangonis,34,,erreur,Remote end closed connection without response
34244,Saint-Brès,34,,erreur,Remote end closed connection without response
34250,Saint-Étienne-d'Albagnan,34,,erreur,Remote end closed connection without response
34251,Saint-Étienne-de-Gourgas,34,,erreur,Remote end closed connection without response
34249,Saint-Drézéry,34,,erreur,Remote end closed connection without response
34248,Sainte-Croix-de-Quintillargues,34,,erreur,Remote end closed connection without response
34246,Entre-Vignes,34,,erreur,Remote end closed connection without response
34247,Saint-Clément-de-Rivière,34,,erreur,Remote end closed connection without response
34252,Saint-Étienne-Estréchoux,34,,erreur,Remote end closed connection without response
34253,Saint-Félix-de-l'Héras,34,,erreur,Remote end closed connection without response
34254,Saint-Félix-de-Lodez,34,,erreur,Remote end closed connection without response
34256,Saint-Geniès-des-Mourgues,34,,erreur,Remote end closed connection without response
34258,Saint-Geniès-de-Fontedit,34,,erreur,Remote end closed connection without response
34255,Saint-Gély-du-Fesc,34,,erreur,Remote end closed connection without response
34257,Saint-Geniès-de-Varensal,34,,erreur,Remote end closed connection without response
34259,Saint-Georges-d'Orques,34,,erreur,Remote end closed connection without response
34261,Saint-Guilhem-le-Désert,34,,erreur,Remote end closed connection without response
34260,Saint-Gervais-sur-Mare,34,,erreur,Remote end closed connection without response
34266,Saint-Jean-de-Cuculles,34,,erreur,Remote end closed connection without response
34263,Saint-Hilaire-de-Beauvoir,34,,erreur,Remote end closed connection without response
34262,Saint-Guiraud,34,,erreur,Remote end closed connection without response
34265,Saint-Jean-de-Cornies,34,,erreur,Remote end closed connection without response
34264,Saint-Jean-de-Buèges,34,,erreur,Remote end closed connection without response
34267,Saint-Jean-de-Fos,34,,erreur,Remote end closed connection without response
34269,Saint-Jean-de-Minervois,34,,erreur,Remote end closed connection without response
34268,Saint-Jean-de-la-Blaquière,34,,erreur,Remote end closed connection without response
34270,Saint-Jean-de-Védas,34,,erreur,Remote end closed connection without response
34273,Saint-Martin-de-l'Arçon,34,,erreur,Remote end closed connection without response
34276,Saint-Mathieu-de-Tréviers,34,,erreur,Remote end closed connection without response
34274,Saint-Martin-de-Londres,34,,erreur,Remote end closed connection without response
34271,Saint-Julien,34,,erreur,Remote end closed connection without response
34272,Saint-Just,34,,erreur,Remote end closed connection without response
34278,Saint-Michel,34,,erreur,Remote end closed connection without response
34277,Saint-Maurice-Navacelles,34,,erreur,Remote end closed connection without response
34280,Saint-Nazaire-de-Pézan,34,,erreur,Remote end closed connection without response
34281,Saint-Pargoire,34,,erreur,Remote end closed connection without response
34284,Saint-Pons-de-Thomières,34,,erreur,Remote end closed connection without response
34279,Saint-Nazaire-de-Ladarez,34,,erreur,Remote end closed connection without response
34283,Saint-Pierre-de-la-Fage,34,,erreur,Remote end closed connection without response
34282,Saint-Paul-et-Valmalle,34,,erreur,Remote end closed connection without response
34286,Saint-Privat,34,,erreur,Remote end closed connection without response
34285,Saint-Pons-de-Mauchiens,34,,erreur,Remote end closed connection without response
34290,Saint-Vincent-de-Barbeyrargues,34,,erreur,Remote end closed connection without response
34289,Saint-Thibéry,34,,erreur,Remote end closed connection without response
34291,Saint-Vincent-d'Olargues,34,,erreur,Remote end closed connection without response
34287,Saint-Saturnin-de-Lucian,34,,erreur,Remote end closed connection without response
34288,Saint-Sériès,34,,erreur,Remote end closed connection without response
34292,Salasc,34,,erreur,Remote end closed connection without response
34294,Saturargues,34,,erreur,Remote end closed connection without response
34293,La Salvetat-sur-Agout,34,,erreur,Remote end closed connection without response
34298,Sauvian,34,,erreur,Remote end closed connection without response
34297,Sauteyrargues,34,,erreur,Remote end closed connection without response
34296,Saussines,34,,erreur,Remote end closed connection without response
34299,Sérignan,34,,erreur,Remote end closed connection without response
34295,Saussan,34,,erreur,Remote end closed connection without response
34300,Servian,34,,erreur,Remote end closed connection without response
34302,Siran,34,,erreur,Remote end closed connection without response
34301,Sète,34,,erreur,Remote end closed connection without response
34307,Sussargues,34,,erreur,Remote end closed connection without response
34304,Soubès,34,,erreur,Remote end closed connection without response
34305,Le Soulié,34,,erreur,Remote end closed connection without response
34303,Sorbs,34,,erreur,Remote end closed connection without response
34308,Taussac-la-Billière,34,,erreur,Remote end closed connection without response
34306,Soumont,34,,erreur,Remote end closed connection without response
34310,Thézan-lès-Béziers,34,,erreur,Remote end closed connection without response
34309,Teyran,34,,erreur,Remote end closed connection without response
34311,Tourbes,34,,erreur,Remote end closed connection without response
34315,Usclas-d'Hérault,34,,erreur,Remote end closed connection without response
34314,Le Triadou,34,,erreur,Remote end closed connection without response
34313,Tressan,34,,erreur,Remote end closed connection without response
34312,La Tour-sur-Orb,34,,erreur,Remote end closed connection without response
34316,Usclas-du-Bosc,34,,erreur,Remote end closed connection without response
34317,La Vacquerie-et-Saint-Martin-de-Castries,34,,erreur,Remote end closed connection without response
34318,Vacquières,34,,erreur,Remote end closed connection without response
34319,Vailhan,34,,erreur,Remote end closed connection without response
34322,Valflaunès,34,,erreur,Remote end closed connection without response
34324,Valras-Plage,34,,erreur,Remote end closed connection without response
34323,Valmascle,34,,erreur,Remote end closed connection without response
34325,Valros,34,,erreur,Remote end closed connection without response
34326,Vélieux,34,,erreur,Remote end closed connection without response
34321,Valergues,34,,erreur,Remote end closed connection without response
34320,Vailhauquès,34,,erreur,Remote end closed connection without response
34327,Vendargues,34,,erreur,Remote end closed connection without response
34329,Vendres,34,,erreur,Remote end closed connection without response
34328,Vendémian,34,,erreur,Remote end closed connection without response
34333,Vic-la-Gardiole,34,,erreur,Remote end closed connection without response
34335,Villemagne-l'Argentière,34,,erreur,Remote end closed connection without response
34332,Vias,34,,erreur,Remote end closed connection without response
34331,Verreries-de-Moussans,34,,erreur,Remote end closed connection without response
34334,Vieussan,34,,erreur,Remote end closed connection without response
34336,Villeneuve-lès-Béziers,34,,erreur,Remote end closed connection without response
34337,Villeneuve-lès-Maguelone,34,,erreur,Remote end closed connection without response
34338,Villeneuvette,34,,erreur,Remote end closed connection without response
34343,Viols-le-Fort,34,,erreur,Remote end closed connection without response
34339,Villespassans,34,,erreur,Remote end closed connection without response
34340,Villetelle,34,,erreur,Remote end closed connection without response
34344,La Grande-Motte,34,,erreur,Remote end closed connection without response
34342,Viols-en-Laval,34,,erreur,Remote end closed connection without response
34341,Villeveyrac,34,,erreur,Remote end closed connection without response
40002,Amou,40,,erreur,Remote end closed connection without response
40001,Aire-sur-l'Adour,40,,erreur,Remote end closed connection without response
40006,Arengosse,40,,erreur,Remote end closed connection without response
40005,Arboucave,40,,erreur,Remote end closed connection without response
40007,Argelos,40,,erreur,Remote end closed connection without response
40008,Argelouse,40,,erreur,Remote end closed connection without response
40004,Angresse,40,,erreur,Remote end closed connection without response
40003,Angoumé,40,,erreur,Remote end closed connection without response
40014,Arue,40,,erreur,Remote end closed connection without response
40011,Arsague,40,,erreur,Remote end closed connection without response
40017,Audignon,40,,erreur,Remote end closed connection without response
40015,Arx,40,,erreur,Remote end closed connection without response
40013,Arthez-d'Armagnac,40,,erreur,Remote end closed connection without response
40016,Aubagnan,40,,erreur,Remote end closed connection without response
40012,Artassenx,40,,erreur,Remote end closed connection without response
40018,Audon,40,,erreur,Remote end closed connection without response
40023,Baigts,40,,erreur,Remote end closed connection without response
40019,Aureilhan,40,,erreur,Remote end closed connection without response
40020,Aurice,40,,erreur,Remote end closed connection without response
40022,Bahus-Soubiran,40,,erreur,Remote end closed connection without response
40021,Azur,40,,erreur,Remote end closed connection without response
40026,Bas-Mauco,40,,erreur,Remote end closed connection without response
40024,Banos,40,,erreur,Remote end closed connection without response
40025,Bascons,40,,erreur,Remote end closed connection without response
34069,Cazouls-lès-Béziers,34,,erreur,The read operation timed out
34068,Cazouls-d'Hérault,34,,erreur,The read operation timed out
40027,Bassercles,40,,erreur,Remote end closed connection without response
40034,Bélus,40,,erreur,Remote end closed connection without response
40032,Belhade,40,,erreur,Remote end closed connection without response
40030,Baudignan,40,,erreur,Remote end closed connection without response
40029,Bats,40,,erreur,Remote end closed connection without response
40031,Bégaar,40,,erreur,Remote end closed connection without response
40028,Bastennes,40,,erreur,Remote end closed connection without response
40033,Bélis,40,,erreur,Remote end closed connection without response
40036,Bénesse-Maremne,40,,erreur,Remote end closed connection without response
40035,Bénesse-lès-Dax,40,,erreur,Remote end closed connection without response
40037,Benquet,40,,erreur,Remote end closed connection without response
40039,Betbezer-d'Armagnac,40,,erreur,Remote end closed connection without response
40044,Biaudos,40,,erreur,Remote end closed connection without response
40042,Biarrotte,40,,erreur,Remote end closed connection without response
40041,Beyries,40,,erreur,Remote end closed connection without response
40046,Biscarrosse,40,,erreur,Remote end closed connection without response
40043,Bias,40,,erreur,Remote end closed connection without response
40040,Beylongue,40,,erreur,Remote end closed connection without response
40047,Bonnegarde,40,,erreur,Remote end closed connection without response
40038,Bergouey,40,,erreur,Remote end closed connection without response
40049,Bordères-et-Lamensans,40,,erreur,Remote end closed connection without response
40056,Brocas,40,,erreur,Remote end closed connection without response
40055,Bretagne-de-Marsan,40,,erreur,Remote end closed connection without response
40053,Bourriot-Bergonce,40,,erreur,Remote end closed connection without response
40050,Bostens,40,,erreur,Remote end closed connection without response
40052,Bourdalat,40,,erreur,Remote end closed connection without response
40054,Brassempouy,40,,erreur,Remote end closed connection without response
40058,Cachen,40,,erreur,Remote end closed connection without response
40057,Buanes,40,,erreur,Remote end closed connection without response
40051,Bougue,40,,erreur,Remote end closed connection without response
40059,Cagnotte,40,,erreur,Remote end closed connection without response
40060,Callen,40,,erreur,Remote end closed connection without response
40067,Carcen-Ponson,40,,erreur,Remote end closed connection without response
40063,Candresse,40,,erreur,Remote end closed connection without response
40062,Campet-et-Lamolère,40,,erreur,Remote end closed connection without response
40068,Cassen,40,,erreur,Remote end closed connection without response
40066,Carcarès-Sainte-Croix,40,,erreur,Remote end closed connection without response
40061,Campagne,40,,erreur,Remote end closed connection without response
40065,Capbreton,40,,erreur,Remote end closed connection without response
40064,Canenx-et-Réaut,40,,erreur,Remote end closed connection without response
40069,Castaignos-Souslens,40,,erreur,Remote end closed connection without response
40070,Castandet,40,,erreur,Remote end closed connection without response
40075,Castets,40,,erreur,Remote end closed connection without response
40072,Castelnau-Tursan,40,,erreur,Remote end closed connection without response
40076,Cauna,40,,erreur,Remote end closed connection without response
40078,Caupenne,40,,erreur,Remote end closed connection without response
40074,Castel-Sarrazin,40,,erreur,Remote end closed connection without response
40077,Cauneille,40,,erreur,Remote end closed connection without response
40071,Castelnau-Chalosse,40,,erreur,Remote end closed connection without response
40073,Castelner,40,,erreur,Remote end closed connection without response
40079,Cazalis,40,,erreur,Remote end closed connection without response
40080,Cazères-sur-l'Adour,40,,erreur,Remote end closed connection without response
40082,Classun,40,,erreur,Remote end closed connection without response
40081,Cère,40,,erreur,Remote end closed connection without response
40089,Doazit,40,,erreur,Remote end closed connection without response
40083,Clèdes,40,,erreur,Remote end closed connection without response
40085,Commensacq,40,,erreur,Remote end closed connection without response
40088,Dax,40,,erreur,Remote end closed connection without response
40087,Créon-d'Armagnac,40,,erreur,Remote end closed connection without response
40086,Coudures,40,,erreur,Remote end closed connection without response
40084,Clermont,40,,erreur,Remote end closed connection without response
40091,Duhort-Bachen,40,,erreur,Remote end closed connection without response
40090,Donzacq,40,,erreur,Remote end closed connection without response
40092,Dumes,40,,erreur,Remote end closed connection without response
40095,Estibeaux,40,,erreur,Remote end closed connection without response
40098,Eyres-Moncube,40,,erreur,Remote end closed connection without response
40097,Eugénie-les-Bains,40,,erreur,Remote end closed connection without response
40094,Escource,40,,erreur,Remote end closed connection without response
40096,Estigarde,40,,erreur,Remote end closed connection without response
40099,Fargues,40,,erreur,Remote end closed connection without response
40093,Escalans,40,,erreur,Remote end closed connection without response
40100,Le Frêche,40,,erreur,Remote end closed connection without response
40103,Gaillères,40,,erreur,Remote end closed connection without response
40102,Gabarret,40,,erreur,Remote end closed connection without response
40101,Gaas,40,,erreur,Remote end closed connection without response
40110,Geaune,40,,erreur,Remote end closed connection without response
40106,Garrey,40,,erreur,Remote end closed connection without response
40104,Gamarde-les-Bains,40,,erreur,Remote end closed connection without response
40108,Gastes,40,,erreur,Remote end closed connection without response
40109,Gaujacq,40,,erreur,Remote end closed connection without response
40105,Garein,40,,erreur,Remote end closed connection without response
40111,Geloux,40,,erreur,Remote end closed connection without response
40114,Gourbera,40,,erreur,Remote end closed connection without response
40113,Goos,40,,erreur,Remote end closed connection without response
40112,Gibret,40,,erreur,Remote end closed connection without response
40116,Gouts,40,,erreur,Remote end closed connection without response
40115,Gousse,40,,erreur,Remote end closed connection without response
40120,Hastingues,40,,erreur,Remote end closed connection without response
40119,Hagetmau,40,,erreur,Remote end closed connection without response
40117,Grenade-sur-l'Adour,40,,erreur,Remote end closed connection without response
40118,Habas,40,,erreur,Remote end closed connection without response
40121,Hauriet,40,,erreur,Remote end closed connection without response
40125,Heugas,40,,erreur,Remote end closed connection without response
40126,Hinx,40,,erreur,Remote end closed connection without response
40122,Haut-Mauco,40,,erreur,Remote end closed connection without response
40124,Herré,40,,erreur,Remote end closed connection without response
40123,Herm,40,,erreur,Remote end closed connection without response
40131,Labastide-d'Armagnac,40,,erreur,Remote end closed connection without response
40130,Labastide-Chalosse,40,,erreur,Remote end closed connection without response
40127,Hontanx,40,,erreur,Remote end closed connection without response
40129,Josse,40,,erreur,Remote end closed connection without response
40128,Horsarrieu,40,,erreur,Remote end closed connection without response
40133,Labenne,40,,erreur,Remote end closed connection without response
40132,Labatut,40,,erreur,Remote end closed connection without response
40135,Labrit,40,,erreur,Remote end closed connection without response
40134,Labouheyre,40,,erreur,Remote end closed connection without response
40136,Lacajunte,40,,erreur,Remote end closed connection without response
40137,Lacquy,40,,erreur,Remote end closed connection without response
40139,Laglorieuse,40,,erreur,Remote end closed connection without response
40141,Lahosse,40,,erreur,Remote end closed connection without response
40142,Laluque,40,,erreur,Remote end closed connection without response
40140,Lagrange,40,,erreur,Remote end closed connection without response
40138,Lacrabe,40,,erreur,Remote end closed connection without response
40144,Larbey,40,,erreur,Remote end closed connection without response
40146,Latrille,40,,erreur,Remote end closed connection without response
40147,Laurède,40,,erreur,Remote end closed connection without response
40145,Larrivière-Saint-Savin,40,,erreur,Remote end closed connection without response
40143,Lamothe,40,,erreur,Remote end closed connection without response
40150,Léon,40,,erreur,Remote end closed connection without response
40152,Lesperon,40,,erreur,Remote end closed connection without response
40151,Lesgor,40,,erreur,Remote end closed connection without response
40148,Lauret,40,,erreur,Remote end closed connection without response
40149,Lencouacq,40,,erreur,Remote end closed connection without response
40153,Le Leuy,40,,erreur,Remote end closed connection without response
40154,Lévignacq,40,,erreur,Remote end closed connection without response
40155,Linxe,40,,erreur,Remote end closed connection without response
40156,Liposthey,40,,erreur,Remote end closed connection without response
40157,Lit-et-Mixe,40,,erreur,Remote end closed connection without response
40160,Lourquen,40,,erreur,Remote end closed connection without response
40158,Losse,40,,erreur,Remote end closed connection without response
40162,Lucbardez-et-Bargues,40,,erreur,Remote end closed connection without response
40161,Lubbon,40,,erreur,Remote end closed connection without response
40159,Louer,40,,erreur,Remote end closed connection without response
40167,Luxey,40,,erreur,Remote end closed connection without response
40164,Retjons,40,,erreur,Remote end closed connection without response
40163,Lüe,40,,erreur,Remote end closed connection without response
40165,Luglon,40,,erreur,Remote end closed connection without response
40166,Lussagnet,40,,erreur,Remote end closed connection without response
40169,Maillas,40,,erreur,Remote end closed connection without response
40168,Magescq,40,,erreur,Remote end closed connection without response
40174,Mauries,40,,erreur,Remote end closed connection without response
40175,Maurrin,40,,erreur,Remote end closed connection without response
40173,Marpaps,40,,erreur,Remote end closed connection without response
40171,Mano,40,,erreur,Remote end closed connection without response
40178,Mazerolles,40,,erreur,Remote end closed connection without response
40176,Mauvezin-d'Armagnac,40,,erreur,Remote end closed connection without response
40177,Maylis,40,,erreur,Remote end closed connection without response
40179,Mées,40,,erreur,Remote end closed connection without response
40180,Meilhan,40,,erreur,Remote end closed connection without response
40183,Mimbaste,40,,erreur,Remote end closed connection without response
40182,Mézos,40,,erreur,Remote end closed connection without response
40181,Messanges,40,,erreur,Remote end closed connection without response
40184,Mimizan,40,,erreur,Remote end closed connection without response
40186,Misson,40,,erreur,Remote end closed connection without response
40187,Moliets-et-Maa,40,,erreur,Remote end closed connection without response
40185,Miramont-Sensacq,40,,erreur,Remote end closed connection without response
40189,Monget,40,,erreur,Remote end closed connection without response
40190,Monségur,40,,erreur,Remote end closed connection without response
40192,Mont-de-Marsan,40,,erreur,Remote end closed connection without response
40188,Momuy,40,,erreur,Remote end closed connection without response
40191,Montaut,40,,erreur,Remote end closed connection without response
40193,Montégut,40,,erreur,Remote end closed connection without response
40194,Montfort-en-Chalosse,40,,erreur,Remote end closed connection without response
40195,Montgaillard,40,,erreur,Remote end closed connection without response
40197,Morcenx-la-Nouvelle,40,,erreur,Remote end closed connection without response
40198,Morganx,40,,erreur,Remote end closed connection without response
40196,Montsoué,40,,erreur,Remote end closed connection without response
40199,Mouscardès,40,,erreur,Remote end closed connection without response
40200,Moustey,40,,erreur,Remote end closed connection without response
40172,Mant,40,,erreur,Remote end closed connection without response
40170,Maillères,40,,erreur,Remote end closed connection without response
40201,Mugron,40,,erreur,Remote end closed connection without response
40202,Narrosse,40,,erreur,Remote end closed connection without response
40203,Nassiet,40,,erreur,Remote end closed connection without response
40204,Nerbis,40,,erreur,Remote end closed connection without response
40208,Onard,40,,erreur,Remote end closed connection without response
40211,Orist,40,,erreur,Remote end closed connection without response
40206,Oeyregave,40,,erreur,Remote end closed connection without response
40209,Ondres,40,,erreur,Remote end closed connection without response
40205,Nousse,40,,erreur,Remote end closed connection without response
40207,Oeyreluy,40,,erreur,Remote end closed connection without response
40210,Onesse-Laharie,40,,erreur,Remote end closed connection without response
40212,Orthevielle,40,,erreur,Remote end closed connection without response
40213,Orx,40,,erreur,Remote end closed connection without response
40214,Ossages,40,,erreur,Remote end closed connection without response
40219,Payros-Cazautets,40,,erreur,Remote end closed connection without response
40216,Ozourt,40,,erreur,Remote end closed connection without response
40215,Ousse-Suzan,40,,erreur,Remote end closed connection without response
40218,Parleboscq,40,,erreur,Remote end closed connection without response
40220,Pécorade,40,,erreur,Remote end closed connection without response
40222,Pey,40,,erreur,Remote end closed connection without response
40217,Parentis-en-Born,40,,erreur,Remote end closed connection without response
40221,Perquie,40,,erreur,Remote end closed connection without response
40223,Peyre,40,,erreur,Remote end closed connection without response
40224,Peyrehorade,40,,erreur,Remote end closed connection without response
40225,Philondenx,40,,erreur,Remote end closed connection without response
40228,Pomarez,40,,erreur,Remote end closed connection without response
40226,Pimbo,40,,erreur,Remote end closed connection without response
40230,Pontonx-sur-l'Adour,40,,erreur,Remote end closed connection without response
40232,Poudenx,40,,erreur,Remote end closed connection without response
40229,Pontenx-les-Forges,40,,erreur,Remote end closed connection without response
40231,Port-de-Lanne,40,,erreur,Remote end closed connection without response
40227,Pissos,40,,erreur,Remote end closed connection without response
40233,Pouillon,40,,erreur,Remote end closed connection without response
40234,Pouydesseaux,40,,erreur,Remote end closed connection without response
40235,Poyanne,40,,erreur,Remote end closed connection without response
40238,Pujo-le-Plan,40,,erreur,Remote end closed connection without response
40236,Poyartin,40,,erreur,Remote end closed connection without response
40237,Préchacq-les-Bains,40,,erreur,Remote end closed connection without response
40242,Rimbez-et-Baudiets,40,,erreur,Remote end closed connection without response
40240,Renung,40,,erreur,Remote end closed connection without response
40244,Rivière-Saas-et-Gourby,40,,erreur,Remote end closed connection without response
40239,Puyol-Cazalet,40,,erreur,Remote end closed connection without response
40243,Rion-des-Landes,40,,erreur,Remote end closed connection without response
40245,Roquefort,40,,erreur,Remote end closed connection without response
40250,Saint-Avit,40,,erreur,Remote end closed connection without response
40254,Saint-Cricq-du-Gave,40,,erreur,Remote end closed connection without response
40252,Sainte-Colombe,40,,erreur,Remote end closed connection without response
40247,Saint-Agnet,40,,erreur,Remote end closed connection without response
40253,Saint-Cricq-Chalosse,40,,erreur,Remote end closed connection without response
40249,Saint-Aubin,40,,erreur,Remote end closed connection without response
40251,Saint-Barthélemy,40,,erreur,Remote end closed connection without response
40248,Saint-André-de-Seignanx,40,,erreur,Remote end closed connection without response
40246,Sabres,40,,erreur,Remote end closed connection without response
40255,Saint-Cricq-Villeneuve,40,,erreur,Remote end closed connection without response
40258,Sainte-Foy,40,,erreur,Remote end closed connection without response
40259,Saint-Gein,40,,erreur,Remote end closed connection without response
40264,Saint-Jean-de-Marsacq,40,,erreur,Remote end closed connection without response
40262,Saint-Gor,40,,erreur,Remote end closed connection without response
40256,Saint-Étienne-d'Orthe,40,,erreur,Remote end closed connection without response
40265,Saint-Julien-d'Armagnac,40,,erreur,Remote end closed connection without response
40263,Saint-Jean-de-Lier,40,,erreur,Remote end closed connection without response
40260,Saint-Geours-d'Auribat,40,,erreur,Remote end closed connection without response
40257,Sainte-Eulalie-en-Born,40,,erreur,Remote end closed connection without response
40261,Saint-Geours-de-Maremne,40,,erreur,Remote end closed connection without response
40274,Saint-Martin-d'Oney,40,,erreur,Remote end closed connection without response
40266,Saint-Julien-en-Born,40,,erreur,Remote end closed connection without response
40272,Saint-Martin-de-Hinx,40,,erreur,Remote end closed connection without response
40270,Saint-Loubouer,40,,erreur,Remote end closed connection without response
40271,Sainte-Marie-de-Gosse,40,,erreur,Remote end closed connection without response
40273,Saint-Martin-de-Seignanx,40,,erreur,Remote end closed connection without response
40275,Saint-Maurice-sur-Adour,40,,erreur,Remote end closed connection without response
40268,Saint-Laurent-de-Gosse,40,,erreur,Remote end closed connection without response
40267,Saint-Justin,40,,erreur,Remote end closed connection without response
